"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-01-01","1983","01","01","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-01-02","1983","01","02","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-01-03","1983","01","03","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-01-04","1983","01","04","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-01-05","1983","01","05","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-01-06","1983","01","06","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-01-07","1983","01","07","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-01-08","1983","01","08","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-01-09","1983","01","09","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-01-10","1983","01","10","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-01-11","1983","01","11","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-01-12","1983","01","12","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-01-13","1983","01","13","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-01-14","1983","01","14","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-01-15","1983","01","15","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-01-16","1983","01","16","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-01-17","1983","01","17","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-01-18","1983","01","18","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-01-19","1983","01","19","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-01-20","1983","01","20","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-01-21","1983","01","21","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-01-22","1983","01","22","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-01-23","1983","01","23","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-01-24","1983","01","24","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-01-25","1983","01","25","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-01-26","1983","01","26","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-01-27","1983","01","27","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-01-28","1983","01","28","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-01-29","1983","01","29","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-01-30","1983","01","30","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-01-31","1983","01","31","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-02-01","1983","02","01","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-02-02","1983","02","02","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-02-03","1983","02","03","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-02-04","1983","02","04","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-02-05","1983","02","05","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-02-06","1983","02","06","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-02-07","1983","02","07","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-02-08","1983","02","08","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-02-09","1983","02","09","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-02-10","1983","02","10","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-02-11","1983","02","11","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-02-12","1983","02","12","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-02-13","1983","02","13","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-02-14","1983","02","14","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-02-15","1983","02","15","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-02-16","1983","02","16","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-02-17","1983","02","17","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-02-18","1983","02","18","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-02-19","1983","02","19","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-02-20","1983","02","20","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-02-21","1983","02","21","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-02-22","1983","02","22","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-02-23","1983","02","23","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-02-24","1983","02","24","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-02-25","1983","02","25","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-02-26","1983","02","26","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-02-27","1983","02","27","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-02-28","1983","02","28","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-03-01","1983","03","01","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-03-02","1983","03","02","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-03-03","1983","03","03","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-03-04","1983","03","04","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-03-05","1983","03","05","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-03-06","1983","03","06","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-03-07","1983","03","07","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-03-08","1983","03","08","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-03-09","1983","03","09","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-03-10","1983","03","10","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-03-11","1983","03","11","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-03-12","1983","03","12","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-03-13","1983","03","13","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-03-14","1983","03","14","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-03-15","1983","03","15","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-03-16","1983","03","16","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-03-17","1983","03","17","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-03-18","1983","03","18","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-03-19","1983","03","19","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-03-20","1983","03","20","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-03-21","1983","03","21","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-03-22","1983","03","22","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-03-23","1983","03","23","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-03-24","1983","03","24","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-03-25","1983","03","25","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-03-26","1983","03","26","","","","","","","","","","","","","","","","","","","","","","",""
"-89.35","48.93","ABITIBI CAMP 11","6040010","1983-03-27","1983","03","27","","","","","","","","","","","","","","","","","","","","","","",""
